episode,env_steps,score,ma20,epsilon,mean_loss,grad_steps,wall_clock_s,w0,w1,w2,lam_mean
184,8395,167,175.05,0.05,0.004076291558885714,1899,177.9,0.0,0.0,0.0,0.0
185,8437,167,174.85,0.05,0.003532574410531776,1910,178.9,0.0,0.0,0.0,0.0
186,8479,167,174.85,0.05,0.00407871365750907,1920,179.8,0.0,0.0,0.0,0.0
187,8523,172,175.1,0.05,0.0006306473872179843,1931,180.7,0.0,0.0,0.0,0.0
188,8576,210,175.05,0.05,0.0028912286506965756,1945,181.9,0.0,0.0,0.0,0.0
189,8620,172,175.3,0.05,0.0023208766797324643,1956,182.8,0.0,0.0,0.0,0.0
190,8662,165,175.3,0.05,0.0032053324626758694,1966,183.7,0.0,0.0,0.0,0.0
191,8704,167,175.3,0.05,0.004210050590204032,1977,184.4,0.0,0.0,0.0,0.0
192,8757,208,177.35,0.05,0.0023034960381315053,1990,185.4,0.0,0.0,0.0,0.0
193,8799,167,177.35,0.05,0.0017130296895629727,2000,186.2,0.0,0.0,0.0,0.0
194,8841,167,177.45,0.05,0.011643241022036156,2011,187.0,0.0,0.0,0.0,0.0
195,8883,167,177.45,0.05,0.0047405155841261145,2021,187.8,0.0,0.0,0.0,0.0
196,8935,207,179.55,0.05,0.00697147846669675,2034,188.8,0.0,0.0,0.0,0.0
197,8977,167,179.65,0.05,0.0034792657031423664,2045,189.6,0.0,0.0,0.0,0.0
198,9019,167,179.75,0.05,0.004832204787817318,2055,190.3,0.0,0.0,0.0,0.0
199,9061,167,179.75,0.05,0.004031784893331033,2066,191.3,0.0,0.0,0.0,0.0
200,9103,167,179.75,0.05,0.00270383021197631,2076,192.3,0.0,0.0,0.0,0.0
201,9145,167,179.75,0.05,0.006298938400339632,2087,193.3,0.0,0.0,0.0,0.0
202,9187,167,179.75,0.05,0.01018646434386028,2097,194.1,0.0,0.0,0.0,0.0
203,9229,167,173.6,0.05,0.0037988780796612527,2108,195.0,0.0,0.0,0.0,0.0
204,9282,209,175.7,0.05,0.00574356928812519,2121,196.0,0.0,0.0,0.0,0.0
205,9324,167,175.7,0.05,0.007152745783307843,2132,196.9,0.0,0.0,0.0,0.0
206,9366,167,175.7,0.05,0.007030396466143429,2142,197.7,0.0,0.0,0.0,0.0
207,9408,167,175.45,0.05,0.005349277738291262,2153,198.6,0.0,0.0,0.0,0.0
208,9462,215,175.7,0.05,0.00542357260341165,2166,199.7,0.0,0.0,0.0,0.0
209,9504,167,175.45,0.05,0.0067083307645093146,2177,200.6,0.0,0.0,0.0,0.0
210,9548,174,175.9,0.05,0.0044967567691029135,2188,201.6,0.0,0.0,0.0,0.0
211,9590,167,175.9,0.05,0.0030574463889934123,2198,202.4,0.0,0.0,0.0,0.0
212,9632,167,173.85,0.05,0.002487347074996003,2209,203.3,0.0,0.0,0.0,0.0
213,9685,208,175.9,0.05,0.007395527478925383,2222,204.4,0.0,0.0,0.0,0.0
214,9727,167,175.9,0.05,0.0029277665827976305,2232,205.4,0.0,0.0,0.0,0.0
215,9790,250,180.05,0.05,0.005934859845410756,2248,207.0,0.0,0.0,0.0,0.0
216,9834,174,178.4,0.05,0.0033607411228744736,2259,207.8,0.0,0.0,0.0,0.0
217,9876,167,178.4,0.05,0.008481796315622474,2270,208.7,0.0,0.0,0.0,0.0
218,9918,167,178.4,0.05,0.011202890216372908,2280,209.6,0.0,0.0,0.0,0.0
219,9960,167,178.4,0.05,0.006619553364792161,2291,210.5,0.0,0.0,0.0,0.0
220,10002,167,178.4,0.05,0.007443807755771558,2301,211.5,0.0,0.0,0.0,0.0
221,10055,209,180.5,0.05,0.004320006673739185,2314,212.6,0.0,0.0,0.0,0.0
222,10109,212,182.75,0.05,0.0052294276512319425,2328,213.9,0.0,0.0,0.0,0.0
223,10153,173,183.05,0.05,0.005178704234408956,2339,214.9,0.0,0.0,0.0,0.0
224,10195,167,180.95,0.05,0.005869442390394397,2349,216.0,0.0,0.0,0.0,0.0
225,10247,205,182.85,0.05,0.003361744233888413,2362,217.2,0.0,0.0,0.0,0.0
226,10300,211,185.05,0.05,0.002769426393570029,2376,218.3,0.0,0.0,0.0,0.0
227,10342,167,185.05,0.05,0.0072979028955160175,2386,219.4,0.0,0.0,0.0,0.0
228,10385,168,182.7,0.05,0.0020935584652761463,2397,220.4,0.0,0.0,0.0,0.0
229,10427,167,182.7,0.05,0.0038313523917167915,2407,221.5,0.0,0.0,0.0,0.0
230,10469,167,182.35,0.05,0.005900469356592194,2418,222.5,0.0,0.0,0.0,0.0
231,10511,167,182.35,0.05,0.005966627603629604,2428,223.4,0.0,0.0,0.0,0.0
232,10553,167,182.35,0.05,0.00295281531395052,2439,224.6,0.0,0.0,0.0,0.0
233,10605,207,182.3,0.05,0.0015246922356219818,2452,226.0,0.0,0.0,0.0,0.0
234,10647,167,182.3,0.05,0.0009326202394731809,2462,227.1,0.0,0.0,0.0,0.0
235,10689,167,178.15,0.05,0.002656824671165933,2473,228.4,0.0,0.0,0.0,0.0
236,10731,167,177.8,0.05,0.0036539458102197385,2483,229.3,0.0,0.0,0.0,0.0
237,10774,168,177.85,0.05,0.00307995063750158,2494,230.7,0.0,0.0,0.0,0.0
238,10816,167,177.85,0.05,0.003205515478674153,2505,231.8,0.0,0.0,0.0,0.0
239,10858,167,177.85,0.05,0.005888536188285798,2515,232.9,0.0,0.0,0.0,0.0
240,10900,167,177.85,0.05,0.005595477364047177,2526,234.1,0.0,0.0,0.0,0.0
241,10952,206,177.7,0.05,0.007605099803186022,2539,235.5,0.0,0.0,0.0,0.0
242,10994,167,175.45,0.05,0.004344446261529811,2549,236.6,0.0,0.0,0.0,0.0
